asof_date,shares,yesterday_shares,current_value_twd,buy_value_today_twd,sell_value_today_twd,cost_basis_twd,unrealized_pnl_twd,unrealized_return_pct,currency,source
2026-09-15,16606,16606,1189392,0,0,1282530,-93138,-7.26,TWD,OFFICIAL_CLOSE_MARK_ON_MORNING_POSITION;SHORT_ROW_CARRIED
