asof_date,shares,yesterday_shares,current_value_twd,buy_value_today_twd,sell_value_today_twd,cost_basis_twd,unrealized_pnl_twd,unrealized_return_pct,currency,source
2026-09-07,14082,14082,832343,0,211090,850104,-17761,-2.09,TWD,USER_PASTED_SUBTOTAL
