asof_date,shares,yesterday_shares,current_value_twd,buy_value_today_twd,sell_value_today_twd,cost_basis_twd,unrealized_pnl_twd,unrealized_return_pct,currency,source
2026-09-17,13559,13559,956916,0,289445,964737,-7821,-0.81,TWD,USER_PASTED_POST_CLOSE_1357_TPE;SELLS_2026-09-17_IN_FILL_BOOK
