asof_date,portfolio_value_twd,external_cash_flow_twd,scope,valuation_basis,source,note
2026-08-24,1223412.40,0,HOLDINGS_ONLY,GROSS_MARK_TO_MARKET,USER_PASTED_INTRADAY,首日基準；依股數乘現價，未含現金與當日結算費稅
