asof_date,shares,yesterday_shares,current_value_twd,buy_value_today_twd,sell_value_today_twd,cost_basis_twd,unrealized_pnl_twd,unrealized_return_pct,currency,source
2026-08-27,12169,12169,1267247,0,73800,1202844,64403,5.35,TWD,USER_PASTED_SUBTOTAL
