asof_date,shares,yesterday_shares,current_value_twd,buy_value_today_twd,sell_value_today_twd,cost_basis_twd,unrealized_pnl_twd,unrealized_return_pct,currency,source
2026-09-14,16606,16606,1205497,0,0,1282530,-77033,-6.01,TWD,USER_PASTED_INTRADAY_1150_TPE
