asof_date,shares,yesterday_shares,current_value_twd,buy_value_today_twd,sell_value_today_twd,cost_basis_twd,unrealized_pnl_twd,unrealized_return_pct,currency,source
2026-09-08,14582,14081,904211,92184,0,942379,-38168,-4.05,TWD,USER_PASTED_SUBTOTAL
