asof_date,shares,yesterday_shares,current_value_twd,buy_value_today_twd,sell_value_today_twd,cost_basis_twd,unrealized_pnl_twd,unrealized_return_pct,currency,source
2026-08-26,13169,13169,1343532,0,0,1275590,67942,5.33,TWD,USER_PASTED_SUBTOTAL
