asof_date,shares,yesterday_shares,current_value_twd,buy_value_today_twd,sell_value_today_twd,cost_basis_twd,unrealized_pnl_twd,unrealized_return_pct,currency,source
2026-09-16,16606,16606,1227696,0,0,1282530,-54834,-4.28,TWD,OFFICIAL_CLOSE_MARK_ON_2026-09-14_POSITION;SHORT_ROW_CARRIED
