asof_date,stock_code,close,source
2026-08-11,3702,125.5,owner_strategy_card
2026-08-12,3702,122.5,owner_strategy_card
2026-08-13,3702,123.5,owner_strategy_card
2026-08-14,3702,115.0,owner_strategy_card
2026-08-17,3702,111.0,owner_strategy_card
2026-08-18,3702,106.5,owner_strategy_card
